case,method,phase,rows,operations,seed,hash,truth,candidates,residuals,certain,plane_bytes,summary_bytes,blocks,skipped,text_bytes,g0,g1,g2,g3,stored_bytes,fixture_bytes,digest,correct,ns_per_op,min_ns,max_ns,candidate_fraction,metadata_B_row
rare,tag16,replace,1048576,16384,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,8.807248070126487,8.578862265935022,8.948912282469413,0.0,4.0
rare,tag8,build,1048576,1048576,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,7.685313860575358,7.63949743906657,7.769834200541179,0.0,4.0
rare,tag8,replace,1048576,16384,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,8.712203580047449,8.623968154348002,8.754603840293683,0.0,4.0
rare,shared32,build,1048576,1048576,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,17.333938121795654,17.190170288085938,17.366005897521973,0.0,4.0
rare,shared32,replace,1048576,16384,41,13,8,0,0,0,0,0,0,0,0,0,0,0,0,4194304,67108864,7831855242651732853,1,48.52775250059185,46.793392296993375,53.177638198390156,0.0,4.0
near,soa,q0,1048576,1048576,41,13,0,0,0,0,8388608,0,0,0,0,0,0,0,0,0,67108864,1021505038266307959,1,0.4945784851356791,0.49416718659577535,0.5055893615440086,0.0,0.0
near,tag32,q0,1048576,1048576,41,13,0,65158,65158,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,1021505038266307959,1,3.9190217426845004,3.2435354505266463,4.000788824898856,0.06213951110839844,4.0
near,tag16,q0,1048576,1048576,41,13,0,65158,65158,0,2097152,0,0,0,0,65536,0,0,0,4194304,67108864,1021505038266307959,1,3.8961694505479603,2.9655945036146374,3.9498138427734375,0.06213951110839844,4.0
near,tag8,q0,1048576,1048576,41,13,0,65158,65158,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,1021505038266307959,1,3.34012328253852,2.9913530349731445,3.8068144056532116,0.06213951110839844,4.0
near,tag8_eager,q0,1048576,1048576,41,13,0,65158,65158,0,1048576,0,0,0,0,65536,0,0,0,4194304,67108864,1021505038266307959,1,3.8084766070048013,2.370685895284017,3.908176263173422,0.06213951110839844,4.0
near,tag8_cnf,q0,1048576,1048576,41,13,0,65158,65158,0,2097152,0,0,0,0,65536,65536,0,0,4194304,67108864,1021505038266307959,1,3.911388397216797,3.2911033630371094,4.2957628568013515,0.06213951110839844,4.0
near,joint64,q0,1048576,1048576,41,13,0,65158,65158,0,1029888,524288,16384,292,0,64368,0,0,0,6291456,67108864,1021505038266307959,1,3.834544022878011,3.255803743998209,4.242992242177328,0.06213951110839844,6.0
near,marginal64,q0,1048576,1048576,41,13,0,65158,65158,0,1029888,65536,16384,292,0,64368,0,0,0,4456448,67108864,1021505038266307959,1,3.2647776603698735,3.052046298980713,4.105357011159261,0.06213951110839844,4.25
far,soa,q0,1048576,1048576,41,13,4,4,0,4,8388608,0,0,0,0,0,0,0,0,0,67108864,7831855242651732853,1,0.4943525702865035,0.49250406689114046,0.49883482191297734,3.814697265625e-06,0.0
far,tag32,q0,1048576,1048576,41,13,4,4289,4289,0,4194304,0,0,0,0,65536,0,0,0,4194304,67108864,7831855242651732853,1,0.5976392110188802,0.5758149464925131,0.6119391547309029,0.004090309143066406,4.0
