input,case,threads,repetitions,cpu_ns,median_cpu_ns,real_ns,median_real_ns,ns_per_item,median_ns_per_item,counter:items_per_iteration,counter:physical_bytes,counter:drawn_bytes,counter:hull_bytes,counter:window_bytes,counter:stride
crossover-avx2,cross/16/unit3/draw2/stride4/spread/update/point,1,3,"[4138.331658289627,4136.176470589763,4135.177357373784]",4136.176470589763,"[4139.381909549844,4136.204256570328,4135.20514336275]",4136.204256570328,"[4.041339510048464,4.039234834560315,4.038259138060336]",4.039234834560315,1024.0,3.0,2.0,3.0,63.0,4.0
crossover-avx2,cross/16/unit3/draw2/stride4/spread/update/window,1,3,"[855.0970755237643,856.1417668963227,857.7480310153841]",856.1417668963227,"[856.4441663102825,856.1468343609611,857.753159534033]",856.4441663102825,"[0.835055737816176,0.8360759442346901,0.837644561538461]",0.8360759442346901,1024.0,3.0,2.0,3.0,63.0,4.0
crossover-avx2,cross/16/unit3/draw2/stride64/compact/sum/packet,1,3,"[453.0433069594975,456.84692394618827,457.3500726628076]",456.84692394618827,"[453.1984175681184,456.84934603572975,457.3528176974071]",456.84934603572975,"[0.4424251044526343,0.4461395741661994,0.4466309303347731]",0.4461395741661994,1024.0,3.0,2.0,2.0,962.0,64.0
crossover-avx2,cross/16/unit3/draw2/stride64/compact/sum/point,1,3,"[1935.5451782257867,1934.6000276315415,1934.13166620723]",1934.6000276315415,"[1935.9421110820858,1934.611633050326,1934.1432716220877]",1934.611633050326,"[1.8901808381111198,1.8892578394839274,1.8888004552804982]",1.8892578394839274,1024.0,3.0,2.0,2.0,962.0,64.0
crossover-avx2,cross/16/unit3/draw2/stride64/compact/update/packet,1,3,"[861.1748862378321,859.9923133688116,861.2664493911254]",861.1748862378321,"[861.3995203546306,859.997478784673,861.2716148078607]",861.2716148078607,"[0.8409910998416329,0.83983624352423,0.8410805169835208]",0.8409910998416329,1024.0,3.0,2.0,2.0,962.0,64.0
crossover-avx2,cross/16/unit3/draw2/stride64/compact/update/point,1,3,"[3448.3120236058435,3447.704942216887,3452.7231374470584]",3448.3120236058435,"[3449.0039341045776,3447.725350380967,3458.037619871229]",3449.0039341045776,"[3.3674922105525815,3.3668993576336788,3.3717999389131434]",3.3674922105525815,1024.0,3.0,2.0,2.0,962.0,64.0
crossover-avx2,cross/16/unit3/draw2/stride64/spread/sum/packet,1,3,"[564.0912605721095,564.0396697541446,563.9656061211805]",564.0396697541446,"[564.2617398310108,564.0434554983691,563.968546113512]",564.0434554983691,"[0.5508703716524506,0.5508199899942818,0.5507476622277153]",0.5508199899942818,1024.0,3.0,2.0,3.0,963.0,64.0
crossover-avx2,cross/16/unit3/draw2/stride64/spread/sum/point,1,3,"[1934.1849806739037,1936.0512147976417,1934.766151297892]",1934.766151297892,"[1934.534649361307,1936.4810877952607,1934.7776090564944]",1934.7776090564944,"[1.8888525201893591,1.8906750144508218,1.8894200696268477]",1.8894200696268477,1024.0,3.0,2.0,3.0,963.0,64.0
crossover-avx2,cross/16/unit3/draw2/stride64/spread/update/packet,1,3,"[1220.8943075325471,1221.619663311074,1219.3374696281678]",1220.8943075325471,"[1222.5616105515558,1221.9028982976974,1219.4792606729607]",1221.9028982976974,"[1.1922795971997533,1.1929879524522207,1.1907592476837576]",1.1922795971997533,1024.0,3.0,2.0,3.0,963.0,64.0
crossover-avx2,cross/16/unit3/draw2/stride64/spread/update/point,1,3,"[4154.6771420105915,4155.0385413577105,4152.316928548229]",4154.6771420105915,"[4162.795434332738,4156.056626146566,4152.34479691908]",4156.056626146566,"[4.057301896494718,4.057654825544639,4.054997000535379]",4.057301896494718,1024.0,3.0,2.0,3.0,963.0,64.0
crossover-avx2,cross/2/unit1/draw1/stride1/compact/sum/gather,1,3,"[1520.807764214232,1537.1941053557673,1519.9785549323667]",1520.807764214232,"[1522.289453424636,1537.2031232822364,1519.988672605695]",1522.289453424636,"[1.4851638322404608,1.5011661185114915,1.4843540575511394]",1.4851638322404608,1024.0,1.0,1.0,1.0,2.0,1.0
crossover-avx2,cross/2/unit1/draw1/stride1/compact/sum/packet,1,3,"[1717.6094325718498,1722.8414394497663,1715.7277081798081]",1717.6094325718498,"[1717.619503807492,1731.9920167028629,1716.295504790462]",1717.619503807492,"[1.677352961495947,1.6824623432126624,1.6755153400193439]",1.677352961495947,1024.0,1.0,1.0,1.0,2.0,1.0
crossover-avx2,cross/2/unit1/draw1/stride1/compact/sum/point,1,3,"[1490.065392781316,1489.4453290870492,1490.9356687898085]",1490.065392781316,"[1490.5358811048407,1489.4563694268684,1502.00307855584]",1490.5358811048407,"[1.4551419851380039,1.4545364541865715,1.4559918640525473]",1.4551419851380039,1024.0,1.0,1.0,1.0,2.0,1.0
crossover-avx2,cross/2/unit1/draw1/stride1/compact/sum/window,1,3,"[1383.4133477917983,1393.7732649842276,1381.267251577287]",1383.4133477917983,"[1383.683852523766,1393.782432964622,1381.7220031545125]",1383.683852523766,"[1.350989597452928,1.3611067040861597,1.3488938003684443]",1.350989597452928,1024.0,1.0,1.0,1.0,2.0,1.0
