case,unit,before_median,after_median,after_over_before,before_min,before_max,after_min,after_max,block0_before,block1_after,block2_after,block3_before,improvement_ranges_separated,loss_ranges_separated,both_edges_agree
bulk/series/avx512/local/k23/h16/u32/encode,ns/value,0.06122683818080839,0.06094781533345049,0.9954428016267325,0.06087042587457937,0.061598920944929296,0.06073469963338253,0.061112620733053534,0.06139983646569411,0.06109987039492098,0.06076420978597461,0.06103620956699974,False,False,True
bulk/series/avx512/local/k6/h0/u8/decode,ns/value,0.005641143398891155,0.005306412432049407,0.940662567289542,0.005604436680387547,0.005671586053920096,0.005291311703484433,0.005316047469618256,0.00561247168023534,0.005303571952945468,0.005310629961227774,0.005665906493005636,True,False,True
bulk/series/avx512/local/k6/h0/u8/encode,ns/value,0.008343659935650694,0.008366102732406872,1.0026898024283426,0.008297190077126499,0.008367473587437932,0.008343324483882229,0.008390657008472155,0.008342889684666852,0.00836327142046477,0.008369334611880523,0.008344430186634536,False,False,True
bulk/series/avx512/local/k64/h0/u64/decode,ns/value,0.06058922238667794,0.058181071570614626,0.9602544690094454,0.06041037359967752,0.060896193522847857,0.058071166175161955,0.05839891991442313,0.06051222286565971,0.05813595020113729,0.05818732766544118,0.060654536008744576,True,False,True
bulk/series/avx512/local/k64/h0/u64/encode,ns/value,0.05987767539136067,0.059756834060515476,0.9979818633563281,0.05971333891197516,0.060029963061336906,0.05942160665015741,0.0599572908050195,0.059744984659798814,0.05993618263821143,0.05970738962937915,0.05993083846826476,False,False,False
resident/calico/local/k1/h0/u64/get16,ns/query,1.8359318486564669,1.8221175508295016,0.9924755933412918,1.8118540774314773,1.8555041975556186,1.8140018673269136,1.8274054207606492,1.8527585349591493,1.8242731013830429,1.8196526279818965,1.8156314919471883,False,False,False
resident/calico/local/k5/h0/u64/get16,ns/query,1.8837798840504243,1.8819015339632896,0.9990028823945737,1.879343590853185,1.888212897330617,1.8677161220469354,1.903773572345619,1.8804918620536824,1.8911313232610212,1.869583401294525,1.8843157136841233,False,False,False
resident/calico/local/k56/h0/u64/get16,ns/query,3.159404635107223,3.139633203287132,0.9937420387371748,3.120969357114882,3.186094988176639,3.131248973761522,3.1482842077447657,3.12518513422187,3.133071141819684,3.1478552596809433,3.179496538567994,False,False,False
resident/calico/local/k6/h0/u64/get16,ns/query,1.8798078701209193,1.8780153770551218,0.9990464487917682,1.8737074477742843,1.8856255915243896,1.8731339584363313,1.8815427961745956,1.8799436359590997,1.873134856435153,1.8809319469068644,1.879672104282739,False,False,False
resident/calico/local/k7/h0/u64/get16,ns/query,1.9135927169451956,1.9155314567719568,1.001013141307235,1.9107098015972483,1.9213271873605193,1.9072952097506075,1.9267619006320122,1.913206961613145,1.9140870744665381,1.9223026254416522,1.9136692786011156,False,False,True
resident/calico/striped/k1/h0/u64/get16,ns/query,1.8503868619895778,1.8496790186568401,0.9996174619765855,1.8393189018192941,1.8531246919014221,1.8455186663822827,1.8549461393195408,1.848848562889937,1.8541069166111102,1.848405893001984,1.852554753521129,False,False,False
resident/calico/striped/k5/h0/u64/get16,ns/query,10.302032965125559,10.260011920082391,0.9959210919645262,9.525193075873673,11.009341590403697,10.16103477607049,10.394267969049624,10.917220909596308,10.198382604585634,10.276897870971236,9.597088545101558,False,False,False
