case,rows,queries,seed,rep,ns_per_operation,allocated_bytes,conditional_visits,checksum,batches
n9b7stride76_combined/load50_uniform/update/rawfp_tuplepack,4096,32768,712367,2,43.175125122,70144,32857,2202328381200,8
n9b7stride96_combined/load50_uniform/hit/raw,4096,32768,712367,0,37.482988146,88448,32857,2477619495621,9
n9b7stride96_combined/load50_uniform/hit/raw,4096,32768,712367,1,37.345753988,88448,32857,2477619495621,9
n9b7stride96_combined/load50_uniform/hit/raw,4096,32768,712367,2,37.385189480,88448,32857,2477619495621,9
n9b7stride96_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,0,40.484836578,88448,32857,2202328440552,8
n9b7stride96_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,1,40.532901764,88448,32857,2202328440552,8
n9b7stride96_combined/load50_uniform/hit/rawfp_tuplepack,4096,32768,712367,2,40.367774963,88448,32857,2202328440552,8
n9b7stride96_combined/load50_uniform/miss/raw,4096,32768,712367,0,29.281305487,88448,33150,1548112371908608,11
n9b7stride96_combined/load50_uniform/miss/raw,4096,32768,712367,1,29.196100408,88448,33150,1548112371908608,11
n9b7stride96_combined/load50_uniform/miss/raw,4096,32768,712367,2,29.158694181,88448,33150,1548112371908608,11
n9b7stride96_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,0,28.654615922,88448,33150,1548112371908608,11
n9b7stride96_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,1,28.267492121,88448,33150,1548112371908608,11
n9b7stride96_combined/load50_uniform/miss/rawfp_tuplepack,4096,32768,712367,2,28.270654852,88448,33150,1548112371908608,11
n9b7stride96_combined/load50_uniform/mixed/raw,4096,32768,712367,0,33.798437500,88448,32999,705057580338320,10
n9b7stride96_combined/load50_uniform/mixed/raw,4096,32768,712367,1,33.722644043,88448,32999,705057580338320,10
n9b7stride96_combined/load50_uniform/mixed/raw,4096,32768,712367,2,33.466067505,88448,32999,705057580338320,10
n9b7stride96_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,0,34.699961344,88448,32999,634551822304488,9
n9b7stride96_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,1,34.632734511,88448,32999,634551822304488,9
n9b7stride96_combined/load50_uniform/mixed/rawfp_tuplepack,4096,32768,712367,2,34.594940186,88448,32999,634551822304488,9
n9b7stride96_combined/load50_uniform/update/raw,4096,32768,712367,0,36.814046224,88448,32857,2477619497175,9
n9b7stride96_combined/load50_uniform/update/raw,4096,32768,712367,1,36.801025391,88448,32857,2477619515513,9
n9b7stride96_combined/load50_uniform/update/raw,4096,32768,712367,2,36.798431396,88448,32857,2477619457331,9
